338.399994,2686.000000,698.000000,21.436197,26.125048,3.392863
465.299988,1555.000000,3098.000000,7.312992,16.248917,2.827725
462.299988,1539.000000,3084.000000,7.451127,16.424395,2.973222
463.100006,1538.000000,3093.000000,7.463366,16.361677,3.038661
465.299988,1553.000000,3100.000000,7.238506,16.047470,2.825501
464.600006,1553.000000,3093.000000,7.239034,15.936895,2.871827
458.299988,1494.000000,3089.000000,7.856211,18.067816,2.917354
454.200012,1464.000000,3078.000000,8.270735,20.033476,2.675986
449.600006,1528.000000,2968.000000,9.022330,21.211727,2.746922
444.399994,1540.000000,2904.000000,9.281478,21.643858,2.725665
450.299988,1540.000000,2963.000000,8.744515,20.374249,2.700032
453.600006,1470.000000,3066.000000,8.432458,20.290293,2.747189
454.100006,1458.000000,3083.000000,8.440029,20.721472,2.631944
444.200012,1482.000000,2960.000000,9.333647,22.617371,2.682809
443.000000,1540.000000,2890.000000,9.578211,22.544018,2.669100
443.899994,1484.000000,2955.000000,9.501960,23.006304,2.720086
450.000000,1422.000000,3078.000000,8.781793,21.457050,2.925975
450.799988,1504.000000,3004.000000,8.704888,20.511349,2.793797
446.700012,1540.000000,2927.000000,9.163022,21.270273,2.792967
451.700012,1540.000000,2977.000000,8.764507,20.510689,2.688211
453.899994,1525.000000,3014.000000,8.357799,19.358290,2.791857
458.299988,1491.000000,3092.000000,8.004650,19.044626,2.681040
454.000000,1458.000000,3082.000000,8.178233,19.740789,2.708346
447.799988,1486.000000,2992.000000,8.994541,21.340120,2.863003
445.700012,1540.000000,2917.000000,9.428918,22.116201,2.730798
445.500000,1540.000000,2915.000000,9.342137,22.076876,2.614357
446.100006,1401.000000,3060.000000,9.053706,22.830366,2.746147
449.500000,1459.000000,3036.000000,8.913239,22.056276,2.597120
444.299988,1540.000000,2903.000000,9.438990,22.251713,2.642028
442.000000,1540.000000,2880.000000,9.771618,23.021248,2.686735
